title,probability
WP_037911672.1 cytochrome P450 [Actinacidiphila yeochonensis],0.5994081221241778
WP_209338556.1 cytochrome P450 [Streptomyces montanisoli],0.3996881959910913
WP_189865533.1 cytochrome P450 [Streptomyces noursei],0.3995946506215871
WP_102924987.1 cytochrome P450 [Streptomyces noursei],0.3995946506215871
WP_235095385.1 cytochrome P450 [Streptomyces sp. A1-5],0.3995946506215871
WP_205368221.1 cytochrome P450 [Streptomyces noursei],0.3995946506215871
WP_266644755.1 cytochrome P450 [Streptomyces sp. NBC_01500],0.49950166749368197
WP_250305079.1 cytochrome P450 [Streptomyces sp. A 4/2],0.49950166749368197
WP_100603065.1 cytochrome P450 [Streptomyces sp. CB02959],0.3996881959910913
WP_259622704.1 cytochrome P450 [Umezawaea endophytica],0.49940812212417784
WP_244223516.1 cytochrome P450 [Amycolatopsis circi],0.39940812212417776
WP_116176566.1 cytochrome P450 [Kutzneria buriramensis],0.3997199261330865
WP_077972207.1 cytochrome P450 [Streptomyces tsukubensis],0.39940812212417776
WP_246471754.1 cytochrome P450 [Saccharopolyspora phatthalungensis],0.49940812212417784
WP_233574223.1 cytochrome P450 [Amycolatopsis panacis],0.49950166749368197
WP_068003730.1 cytochrome P450 [Nocardia pseudobrasiliensis],0.39940812212417776
WP_167489914.1 cytochrome P450 [Nocardia terpenica],0.39940812212417776
WP_098697304.1 cytochrome P450 [Nocardia terpenica],0.39940812212417776
WP_082870427.1 cytochrome P450 [Nocardia terpenica],0.39940812212417776
WP_195118618.1 cytochrome P450 [Nocardia terpenica],0.39940812212417776
WP_148646527.1 cytochrome P450 [Streptomycetaceae],0.399501667493682
WP_030892401.1 cytochrome P450 [Streptomyces varsoviensis],0.5996881959910914
WP_018089189.1 cytochrome P450 [unclassified Streptomyces],0.3996881959910913
WP_148590183.1 cytochrome P450 [Streptomyces sp. WAC01526],0.3996881959910913
WP_235468317.1 cytochrome P450 [Streptomyces platensis],0.3996881959910913
WP_262038770.1 cytochrome P450 [unclassified Streptomyces],0.3996881959910913
WP_127152724.1 cytochrome P450 [Streptomyces lydicus],0.3996881959910913
WP_190144070.1 cytochrome P450 [Streptomyces glebosus],0.6
WP_251084181.1 cytochrome P450 [Streptomyces lydicamycinicus],0.3996881959910913
WP_042147721.1 cytochrome P450 [Streptomyces lydicamycinicus],0.3996881959910913
WP_085924759.1 cytochrome P450 [Streptomyces platensis],0.5999064546304957
WP_266733893.1 cytochrome P450 [Streptomyces platensis],0.3996881959910913
WP_168481092.1 cytochrome P450 [Streptomyces sp. RPA4-5],0.3996881959910913
WP_266810669.1 cytochrome P450 [Streptomyces sp. NBC_01433],0.3995946506215871
