title,probability
WP_190144070.1 cytochrome P450 [Streptomyces glebosus],0.6
WP_085924759.1 cytochrome P450 [Streptomyces platensis],0.599906454630496
WP_030892401.1 cytochrome P450 [Streptomyces varsoviensis],0.599688195991091
WP_196196370.1 cytochrome P450 [Streptacidiphilus fuscans],0.599501667493682
WP_037911672.1 cytochrome P450 [Actinacidiphila yeochonensis],0.599408122124178
WP_064629341.1 cytochrome P450 [Xanthomonas nasturtii],0.5
WP_249049927.1 cytochrome P450 [Xanthomonas nasturtii],0.5
WP_042454355.1 cytochrome P450 [Streptacidiphilus jiangxiensis],0.499813471502591
WP_150215568.1 cytochrome P450 [Streptomyces venezuelae],0.499719926133087
WP_266644755.1 cytochrome P450 [Streptomyces sp. NBC_01500],0.499501667493682
WP_250305079.1 cytochrome P450 [Streptomyces sp. A 4/2],0.499501667493682
WP_233574223.1 cytochrome P450 [Amycolatopsis panacis],0.499501667493682
WP_017910418.1 cytochrome P450 [Xanthomonas sp. SHU 199],0.499501667493682
WP_267107587.1 cytochrome P450 [Xanthomonas sacchari],0.499501667493682
WP_152243249.1 cytochrome P450 [Xanthomonas sp. LMG 12462],0.499501667493682
WP_267098115.1 cytochrome P450 [Xanthomonas sacchari],0.499501667493682
WP_267102412.1 cytochrome P450 [Xanthomonas sacchari],0.499501667493682
WP_267111286.1 cytochrome P450 [Xanthomonas sacchari],0.499501667493682
WP_267102435.1 cytochrome P450 [Xanthomonas sacchari],0.499501667493682
WP_150410287.1 cytochrome P450 [Xanthomonas sontii],0.499501667493682
WP_148828488.1 cytochrome P450 [Xanthomonas sontii],0.499501667493682
WP_267086654.1 cytochrome P450 [Xanthomonas sacchari],0.499501667493682
WP_017914734.1 cytochrome P450 [Xanthomonas sp. SHU 308],0.499501667493682
WP_152236185.1 cytochrome P450 [Xanthomonas sp. LMG 12460],0.499501667493682
WP_267114237.1 cytochrome P450 [Xanthomonas sacchari],0.499501667493682
WP_267125987.1 cytochrome P450 [Xanthomonas sacchari],0.499501667493682
WP_267106266.1 cytochrome P450 [Xanthomonas sacchari],0.499501667493682
WP_267096253.1 cytochrome P450 [Xanthomonas sacchari],0.499501667493682
WP_043094992.1 cytochrome P450 [Xanthomonas sacchari],0.499501667493682
WP_152181783.1 cytochrome P450 [Xanthomonas],0.499501667493682
WP_267122959.1 cytochrome P450 [Xanthomonas sacchari],0.499501667493682
WP_190126341.1 cytochrome P450 [Streptomyces inusitatus],0.499501667493682
WP_098245424.1 cytochrome P450 [Streptomyces formicae],0.499501667493682
WP_259622704.1 cytochrome P450 [Umezawaea endophytica],0.499408122124178
WP_246471754.1 cytochrome P450 [Saccharopolyspora phatthalungensis],0.499408122124178
WP_005993734.1 cytochrome P450 [Xanthomonas vesicatoria],0.4
WP_259162436.1 cytochrome P450 [Xanthomonas arboricola],0.4
WP_259156032.1 cytochrome P450 [Xanthomonas arboricola],0.4
WP_228718569.1 cytochrome P450 [Kitasatospora acidiphila],0.4
WP_152239852.1 cytochrome P450 [Xanthomonas sp. LMG 12461],0.399813471502591
WP_079657561.1 cytochrome P450 [Streptomyces sp. 3214.6],0.399813471502591
WP_055566837.1 cytochrome P450 [Streptomyces atriruber],0.399813471502591
WP_116176566.1 cytochrome P450 [Kutzneria buriramensis],0.399719926133086
WP_209338556.1 cytochrome P450 [Streptomyces montanisoli],0.399688195991091
WP_100603065.1 cytochrome P450 [Streptomyces sp. CB02959],0.399688195991091
WP_018089189.1 cytochrome P450 [unclassified Streptomyces],0.399688195991091
WP_148590183.1 cytochrome P450 [Streptomyces sp. WAC01526],0.399688195991091
WP_235468317.1 cytochrome P450 [Streptomyces platensis],0.399688195991091
WP_262038770.1 cytochrome P450 [unclassified Streptomyces],0.399688195991091
WP_127152724.1 cytochrome P450 [Streptomyces lydicus],0.399688195991091
WP_251084181.1 cytochrome P450 [Streptomyces lydicamycinicus],0.399688195991091
WP_042147721.1 cytochrome P450 [Streptomyces lydicamycinicus],0.399688195991091
WP_266733893.1 cytochrome P450 [Streptomyces platensis],0.399688195991091
WP_168481092.1 cytochrome P450 [Streptomyces sp. RPA4-5],0.399688195991091
WP_030904480.1 cytochrome P450 [Streptomyces sp. NRRL F-5126],0.399688195991091
WP_267083730.1 cytochrome P450 [Xanthomonas sacchari],0.399688195991091
WP_160967641.1 cytochrome P450 [Xanthomonas sp. LMG 9002],0.399688195991091
WP_160957283.1 cytochrome P450 [Xanthomonas sp. LMG 8992],0.399688195991091
WP_048490343.1 cytochrome P450 [Xanthomonas sp. NCPPB 1128],0.399688195991091
WP_189865533.1 cytochrome P450 [Streptomyces noursei],0.399594650621587
WP_102924987.1 cytochrome P450 [Streptomyces noursei],0.399594650621587
WP_235095385.1 cytochrome P450 [Streptomyces sp. A1-5],0.399594650621587
WP_205368221.1 cytochrome P450 [Streptomyces noursei],0.399594650621587
WP_266810669.1 cytochrome P450 [Streptomyces sp. NBC_01433],0.399594650621587
WP_073722656.1 cytochrome P450 [Streptomyces sp. TSRI0281],0.399594650621587
WP_148646527.1 cytochrome P450 [Streptomycetaceae],0.399501667493682
WP_237650374.1 cytochrome P450 [Xanthomonas translucens],0.399501667493682
WP_003477158.1 cytochrome P450 [Xanthomonas translucens],0.399501667493682
WP_058364251.1 cytochrome P450 [Xanthomonas translucens],0.399501667493682
WP_235049051.1 cytochrome P450 [Xanthomonas translucens],0.399501667493682
WP_064522052.1 cytochrome P450 [Xanthomonas translucens],0.399501667493682
WP_058363036.1 cytochrome P450 [Xanthomonas translucens],0.399501667493682
WP_003466465.1 cytochrome P450 [Xanthomonas translucens],0.399501667493682
WP_060747870.1 cytochrome P450 [Xanthomonas translucens],0.399501667493682
WP_153753453.1 cytochrome P450 [Xanthomonas sontii],0.399501667493682
WP_017911957.1 cytochrome P450 [Xanthomonas sp. SHU 166],0.399501667493682
WP_267109217.1 cytochrome P450 [Xanthomonas sacchari],0.399501667493682
WP_022970962.1 cytochrome P450 [Xanthomonas maliensis],0.399501667493682
WP_104621699.1 cytochrome P450 [Xanthomonas axonopodis],0.399501667493682
WP_057677744.1 cytochrome P450 [Xanthomonas phaseoli],0.399501667493682
WP_209225867.1 cytochrome P450 [Xanthomonas phaseoli],0.399501667493682
WP_228316019.1 cytochrome P450 [Xanthomonas sp. NCPPB 1067],0.399501667493682
WP_230430532.1 cytochrome P450 [Xanthomonas melonis],0.399501667493682
WP_230436136.1 cytochrome P450 [Xanthomonas melonis],0.399501667493682
